Smh îRT @ENewsNow VIDEO : Kat Von D Engaged to Jesse James ? http://eonli.ne/b0b1Fe,"['Von', 'James', 'Jesse', 'Kat', 'Engaged']"
RT @mtnridge : We are selling Christmas trees . click the link https://www.southwesternfg.com/order/ and type in mountainridge for the gro ...,"['Christmas', 'selling', 'trees']"
@patronuska it was nothing new . It was funny reading about the guy who took the picture though lol . I wonder if the picture made it online .,"['new', 'reading', 'online', 'guy', 'wonder', 'funny', 'picture']"
@tanyakeith Few weeks ago someone told me that La Tapatia has ' them but I don't know that firsthand . http://ow.ly/302YZ,"['Tapatia', 'firsthand']"
"Its hard for me when I have too ask , is it really that dull !?","['ask', 'hard', 'dull', 'really']"
@iRetroBaby http://studiolinked.com/fuzzyslippers,['@iRetroBaby']
RT @Reacey23 : I see you Bron ... 31 right quick,"['Bron', 'see', 'quick', 'right', '31']"
@Raypman YO WHERE THE HEAT AT ? I SEE ICE COLD SHOOTING,"['SHOOTING', '@Raypman', 'ICE', 'COLD']"
@ChaChaRealSmoov @iTS_TRiCiE .... Mypooh don be messy ! .. you just pissed me the fuck off ! gtfo my TL !!,"['pissed', 'Mypooh', 'messy']"
SO to @MDoTMancini @primosquad @MobileCams @GormondKing @LilMasty91 @1datingtime @tnice_0126 @Dolce01 @SoulRockKelly @xNJNIGHTMAREx,"['@MDoTMancini', 'to', '@MobileCams']"
@corrrrina carve this one > :),"['carve', 'one']"
@neeeshaboo chrisdmuchris,['chrisdmuchris']
@Caitlin_Hate_ Back off Caitlin !! ~ What's your problem ? you don't even know her ...,"['problem', 'know', 'Caitlin']"
Ace of Base is playing all over my house,"['Ace', 'playing', 'house', 'Base']"
RT @btmerr : Anyone forced to use MSFT Exchange should get hazard pay .,"['Exchange', 'hazard', 'get', 'pay']"
Parenting Tips For Raising Healthy Kids http://bit.ly/b3A6se,"['Parenting', 'Raising', 'Healthy', 'Kids', 'Tips']"
"@FrankUwhore V____V so I am Frank , so I am . #TeamLighterThanABlackGuyButStillMexicanLikeFrankButHeJustWontAdmitHeIsAMexican","['@FrankUwhore', 'am', 'Frank']"
RT @insanityreport : You got Chris Bosh ( the Velociraptor ) on the court with Beetlejuice's big brother ( Paul Pierce ),"['big', 'Pierce', 'Chris', ""Beetlejuice's"", 'Velociraptor', 'court', 'Bosh', 'brother', 'Paul']"
"@AYPATRICK Yeah , girl ! Aint he cute ? Sigh * HAHAHA .","['girl', 'cute']"
My back is killing me â¹ .. Its been hurting all day smh ... I need a good massage,"['need', 'hurting', 'killing', 'massage', 'good']"
NEW VIDEO : NICKI MINAJ â âRIGHT THROUGH MEâ http://bit.ly/bbWmDK #NickiMinaj,"['â\x80\x93', 'MEâ\x80\x9d']"
"Nike , horrible ad ! Very smug .","['Nike', 'ad', 'horrible', 'smug']"
Let's play Words With Friends . My surname is ' Spreyn0 ' . http://bit.ly/2qbpQ,"['play', 'Friends', 'surname', 'Words']"
i think its wrong people judge others by there religion ... it gets on my nerves ..,"['nerves', 'judge', 'people', 'wrong', 'religion']"
RT @torontoescorts New #sexy comment about : Rape Fantasy http://tinyurl.com/296pwsv,"['Rape', '#sexy', 'Fantasy', 'comment', '@torontoescorts']"
"WOW this storm in NOVA is crazyyyyy - the students are loving the running in the rain to my class , but I am definitely not .","['loving', 'rain', 'storm']"
RT @NotSoNiceville : I keep breaking my personal vow to stop reading New York Post/Boston Herald comments .,"['New', 'comments', 'stop', 'York', 'Herald', 'reading', 'personal', 'breaking', 'vow']"
"Good one , baby bear , good one .","['baby', 'bear', 'good']"
"RT @robdelaney : SEATTLE : Saturday , November 6 I bring my show "" Naked & Bloody "" to you . http://j.mp/cXjoCU Come ?","['bring', 'Bloody', 'Naked']"
îRT @serenawilliams : Do you guys like amy new profile picture ?,"['new', 'like', 'profile', 'amy', 'picture']"
Lamar odom knocked that ball out,"['odom', 'ball', 'Lamar', 'knocked']"
#thingsyouwishyoucouldsaybutcant * in class * BITCH shut your illiterate ass up .. just sit back and learn ..,"['shut', 'illiterate', 'learn', 'class', 'sit']"
RT @Love_JAsh : First time seeing Ye's film on VH1Â«-What do you think about it ?,"[""Ye's"", 'seeing', 'time', 'film', '?']"
â¥ RT @T_Kane : Welllllllll ... obviouslllllllly !! ( Antoine Dodson voice ),"['Antoine', ')', 'Dodson', 'obviouslllllllly']"
Interested in KP Orthopedic Medical Assistant position !!!! Please call :) Crossing my fingers :),"['Assistant', 'Orthopedic', 'Medical', 'position', 'fingers']"
the chagall windows ( aka ferris & sloane's make-out backdrop ) are being installed @ArtInstituteChi as I type . story in sunday's tribune .,"['installed', 'tribune', 'windows', 'chagall', 'story']"
RT @EthiopianBella : iLove it when people tell me about myself when i do something wrong or offensive i would like it when people tell me sometime ...,"['offensive', 'like', 'tell', '@EthiopianBella', 'people', 'wrong']"
Keep trying to climb but its too steep another shot of whiskey and back to sleep,"['climb', 'sleep', 'steep', 'trying', 'shot', 'whiskey']"
RT @yomonroe : i want sex_,"['want', 'sex_']"
Shout Out to Everybody falling asleep tryna send Freaky Text Messages back N forth .,"['Messages', 'Text', 'Shout', 'asleep', 'Freaky']"
I don't know why but I feel crummy . Trying to lift spirits with moonlit walk .,"['moonlit', 'lift', 'feel', 'crummy', 'walk']"
"@ddemby5 yeah they cancel out and durant fuck around and have 40 , they have no answer for him nobody does ...","['cancel', 'no', 'answer', 'fuck', 'durant']"
""" Pick up the phone young man stop textin '""","['Pick', 'stop', 'phone', 'young', 'textin']"
RT @jonathanhsinger : Did Barack Obama signal that he will change his stance on marriage equality ? http://j.mp/bgSJZh ( via @adammc123 ),"['Obama', 'marriage', 'change', 'Barack', 'equality', 'signal']"
Down in the basement with @1cierra22 @lola_symone @simplyke613,['basement']
In the shadow of the Shard | David Shariatmadari - http://newzfor.me/?9ke3,"['Shariatmadari', 'shadow', 'David', 'Shard']"
Varsha cooking lunch !! Yayyy,"['lunch', 'Varsha', 'cooking']"
"@ohitsKELLY LMFAOOOOOO now I get it ! LOLOL I'm dying here , hahaha love youâ¥ ;D","['love', 'dying']"
@Mr_Twit_That_Ho Its going DOWN 4 Halloween @ REIGN LOUNGE !! $1000 GIVEAWAY 4 the best costume !! Sections are going FAST !! Book yours NOW !! RT,"['$1000', 'going', 'Book', 'best', 'Halloween', 'costume']"
"Most of these article submission engines have these stupid stock photos for "" Author Pics , "" but this one is a "" AMAZINE "" http://bit.ly/dCzh3o","['stupid', 'engines', 'Author', 'submission', 'stock', 'Pics', 'photos', 'article']"
I Hope My Sis @NaeGotEmGeekin Gets Better,"['@NaeGotEmGeekin', 'Sis', 'Hope']"
how you say broke in spanish ? ME NO HABLO ..,"['..', 'spanish', 'broke', 'say']"
lmao . carolyn haas maagic (: she better use it (:,"['maagic', 'carolyn']"
Who lied and died and told daddy he can sing ....,"['daddy', 'sing', 'died', 'lied']"
man for petesakes scratch that sweepstakesss !,"['petesakes', 'scratch', 'man', 'sweepstakesss']"
@monykassem no i haven't i'm gonna write them today so tell them your ideas .,"['tell', 'today', 'ideas', 'write', '@monykassem']"
RT @Naturalyfe RT @FabricLenny2010Live iPad Painting NYC http://tinyurl.com/3yagowf #mobileartcon http://bit.ly/9Z ... http://bit.ly/9tSFFI,"['#mobileartcon', 'iPad', '...', 'Painting']"
Anything You Want - Mary J . Blige ft Busta Rhymes & Gyptian { New Single !! } : http://ping.fm/rFR1b ( PLS RT !! ) [ OYE !! ] @maryjblige @bussabuss,"['New', 'Gyptian', 'Single', 'Rhymes', 'Blige', 'Want', 'Mary']"
"i wish i can read minds , but it's sometimes not good to hear bad opinions about you in one person's mind , it might cause war !","['minds', 'read', 'bad', 'war', 'good', 'hear']"
@JonVonDutch just find a cute bitch in the klass and go smack ... duh,"['bitch', 'klass', 'find', 'smack', 'cute']"
RT @ShawolsSHINee : Minho is so omg <3 http://twitpic.com/318jei,"['@ShawolsSHINee', 'Minho', 'omg']"
RT @ganjaboy74 : RT @RedBikini4u : #Shoutout #Follow >>> @CremedelamerES @Janessabombtitz @PaigeRyanHouses @SoulPudding ( continued ) ht ...,"['#Follow', 'ht', '#Shoutout']"
Photo : http://tumblr.com/xwjnd6nzd,"['Photo', ':']"
Spending the day with mom !,"['Spending', 'mom', 'day']"
RT @Game_2_Gamer : Who wants some Fable 3 codes ? RT @Game_2_Gamer and go comment http://game2gamer.com/node/88 for a chance http://plixi . ...,"['codes', 'Fable', 'comment']"
so where did @NickiMinaj find homie in her video .. because he is just too much for my life .. yumm :) ... btw love the video,"['love', 'find', 'video', '@NickiMinaj', 'life', 'homie']"
Arrests Seen as Part of a Wider Plot http://t.co/Qcq7TxT via @AddThis #teaparty #tcot,"['Part', 'Plot', 'Arrests', '#teaparty']"
Are You Ready to Find out How to Tap Into Your True Potential . http://bit.ly/aguPgx,"['Tap', 'True', 'Potential']"
Corner of the Library : Trademark http://t.co/4EdrmMx,"['Corner', 'Library', 'Trademark']"
O #stfu RT @richkid129 : Word ! RT @MONEYMURPH : RT @richkid129 : I want that old thing back ( oh you too brother ),"['old', 'want', ')', 'thing']"
Boutta Shake Da Croud So Yall Culd Start Hateing Now,"['Hateing', 'Shake', 'Start', 'Croud', 'Boutta']"
"For Halloween im being Charlie Sheen , drunk & naked . Simple costume ; socks & a bottle of scotch , maybe a hooker . And I'll yell at everyone .","['bottle', 'drunk', 'Charlie', 'hooker', 'Sheen', 'Halloween', 'costume']"
"I'm at Posados in Lufkin , TX http://gowal.la/c/2LZTG?137","['Lufkin', 'TX', 'Posados']"
"Sexy Bandz : "" Silly Bands are the term given to shaped rubber bands that people have begun wearing ... http://tinyurl.com/2bsnsoh Check it --","['Silly', 'Sexy', 'shaped', 'rubber', 'bands']"
Sundays ; I hate you . Mondays ; I wont tolerate you . Tuesdays ; I'll be a penis to you . Wednesday ; I'll look at you . ( continued ) http://tl.gd/6mcie2,"['Wednesday', 'Sundays', 'penis', 'look', 'Tuesdays', 'tolerate']"
"@YRSNilla For fast and effective weight loss , try this . http://bit.ly/cAx1Ff","['effective', 'loss', 'fast', 'weight']"
@SheSoWet your body still ache I'll came rub them tits for you ?!,"['ache', 'tits', 'body', 'rub']"
Yayyyy Boston !,['Boston']
@FRSHFRD smfdreads !,['smfdreads']
My Tummy Feels Funny .. EMILY ! What Are You Doing In There ?? :-P,"['Feels', 'Doing', 'Funny', 'Tummy']"
RT @MrWiredUpOhBoy : @dj_hollygrove dang ... @trpmusicgroup riding with you ... Headed to the Kappa with 4 Swangas and Adaptors .... lol,"['Kappa', 'Headed', 'Swangas', 'Adaptors']"
@MarrDrew Respect to be respected . You receive only as much as you give . Change your ways & theyll change their views . #gospelaccordingtolaila,"['ways', '@MarrDrew', 'Respect', 'change', 'views']"
RT @CatoInstitute : ICYMI New Podcast : Taxpayers Pay and Pay for Fannie and Freddie with Dir . of #FinReg Studies Mark Calabria : http://ht.l ...,"['Calabria', 'Studies', 'Podcast', 'Taxpayers', 'Pay', 'Mark', 'Fannie', 'Freddie']"
@keeyen12 : How so ? I told you why I didn't come .... [* MOREHOUSE *],"['told', '@keeyen12', 'come']"
@barbellawaken Was already planning on going !,"['@barbellawaken', 'planning']"
@RomeyRome1978 @Jamalhaqq maybe more willing is more accurate than better . Kd doesn't have nearly any deficiency ( continued ) http://tl.gd/6m8p7g,"['accurate', 'deficiency', 'than']"
@KnightCamSTL Not sure . Trying to find out if Liz has talked to the Mom yet .,"['talked', 'find', 'Mom', 'Liz']"
â¥ ÏÐ½Ã¤nÎº ÑÃ¶Ã¼ ââØ§ÙÙÙÙÙââ â¥,"['Ï\x84Ð½Ã¤nÎº', 'Ñ\x87Ã¶Ã¼', 'â\x99¥']"
wearing my high school track hoodie ... #memories,"['#memories', 'hoodie', 'high', 'school', 'track']"
HIGHHHHHH @danielaameoww :),"['@danielaameoww', ':)']"
@DJTommy2GunzLTL smh they had to book him fa something .. smh,"['book', 'something']"
@xNOONiEx swag,"['swag', '@xNOONiEx']"
Jesus . Shuttlesworth . Ladies and Gentlemen .,"['Jesus', 'Gentlemen', 'Shuttlesworth', 'Ladies']"
I need to go home man . Got some thangs I wanna try . Lol .,"['thangs', 'need', 'home']"
News : Congress Gives Facebook Privacy Homework Extension : clickz Facebook was ... http://bit.ly/bYVZHO ((( please share ))),"['Congress', 'Extension', 'Privacy', 'Facebook', 'Homework']"
US Chamber of Commerce Litigation Machine : Hypocrisy at Its Worst .... http://fb.me/xWQaobUX,"['Litigation', 'Commerce', 'Its', 'Hypocrisy', 'Chamber', 'Machine']"
RT @DjBlack_Pearl : what muhfuckaz wearing 4 the lingerie party ?????,"['muhfuckaz', 'lingerie', 'party']"
I don't even have ta talk shit anymore to you heat fans ... the score is speaking for itself .,"['heat', 'score', 'shit', 'talk', 'fans']"
"RT @Jadesmokedgreen : Who's ever smoked before they took a test at school ? / * raises hand & jumps up & down * me , meee !","['smoked', 'test', 'school', 'jumps', '@Jadesmokedgreen', 'hand']"
"Oh don't get it twisted , imma a big boy with swagg & much jokes ! I go in on a Goober quickly !! Lol","['big', 'swagg', 'twisted', 'boy', 'jokes']"
Sad ! You called me a liar when I was searous . You know you were my bottom bitch ! RT @NessumsSooSassy : @LambchopFierce ahahha liar ! How are you ?,"['bottom', 'Sad', 'searous']"
à¸à¸¹ coffee prince so cute â,"['coffee', 'cute', 'prince']"
Photo : http://tumblr.com/xohnc4qk5,"[':', 'Photo']"
"oh , home again ... The shooting was awesome !","['awesome', 'shooting', 'home']"
"10/30's killer line-up features @gracers , @christinanthony , @ @KenBarnard ... http://bit.ly/93TuEX 3pm Ricochet's free , oh my !","[""10/30's"", 'killer', ""Ricochet's"", 'free', 'line-up']"
Journalists and Social Media experts alike will appreciate this spoof out of Dallas : http://trunc.it/c5l6r,"['spoof', 'Social', 'appreciate', 'Journalists', 'Media', 'Dallas', 'experts']"
"RT @Pretty_Girl1908 Where is punk ass , @ShaineO_Mac Tonite !!! < Honestly who cares ?? :-P","['ass', '@Pretty_Girl1908']"
"Breezy and 67 F at Jacksonville Municipal Airport , IL Winds are from the Southwest at 23.0 gusting to 31.1 MPH ( 20 gust http://s1z.us/tp.htm","['Winds', '67', 'Southwest', 'Breezy', 'Jacksonville', 'Municipal']"
"@Menji_ If it's gonna be a really good experience , then you should go for it . Stuff like this doesn't happen often .","['experience', 'Stuff', 'good']"
RT @NeiaCracks What's the point of a grown man with a mohawk ??,"['mohawk', 'grown', 'man', 'point']"
Check out the @barackobama #PROGRESS application : http://t.co/we9ejpK Could your org build a similar dashboard for your constituents ?,"['@barackobama', 'Check', 'your', 'constituents', 'dashboard']"
a chocolate one with oreo's and some cheese fries,"[""oreo's"", 'fries', 'chocolate', 'cheese']"
I missed them in Milwaukee . :( Enjoy ! RT @leegoesplaces : Getting out work and off to the Hot Chip + LCD Soundsystem show !,"['Milwaukee', 'missed', 'work', 'and', 'Hot', 'Chip', 'Soundsystem']"
RT @OverlandParker : If today's wind gets any stronger it's going to start running as a tea party candidate .,"['tea', 'candidate', 'stronger', 'start', 'party', 'wind']"
@PhilaSports hahaha that happened last time I was there . She kept yelling ' its fan appreciation day ! ' Over and over and over . Epic fail .,"['fail', 'fan', 'last', 'Epic', 'yelling', 'appreciation', 'time', 'day', 'happened']"
Note to self : gotta check out Justified in feb . FX,"['FX', 'Justified', 'check']"
RT @David_McCool @Alice7Butterfly @SurrogateTrash I am well up for #inappropriatesongsfortwitter or something of the sort .,"['#inappropriatesongsfortwitter', 'well', 'sort']"
Photo : http://tumblr.com/xovngefif,"[':', 'Photo']"
"RT @TurquoiseJeep : Whad up @Catf1sh my dude ... The album is actually on the way soon , we'll keep you posted homie . We really PRECIATE the ...","['album', 'posted']"
Shooting Jenny Sloan tomorrow .. If we were smart we'd plan a camshow together afterward ..... Hmmmmmm,"['Shooting', 'Sloan', 'camshow', 'Jenny', 'plan', 'smart']"
@iSamP_gurl What's up ?,[]
@Sexy_Overdose better late than never right ? thats what they say,"['never', 'late']"
is all about Pennsylvania Polka by Lawrence Welk,"['Welk', 'Lawrence', 'Polka', 'Pennsylvania']"
"So now , I'm on social service and SSI , getting medicaid , free housing - better yet a state mental facility where I get 3 squares and hobby time","['social', 'housing', 'service', 'and', 'medicaid', 'free', 'facility', 'hobby']"
@gee__spencer I told you . It's not even my Halloween costume . Trololol <333,"['Halloween', 'costume']"
"RT @paigemontojo : Flyboys ! James franco don't die , I love you !","['love', 'die', 'James', 'franco', 'Flyboys']"
"mo-tivation , mo-tivation . Get up get going , make something of your day !!! MO-TIVATION . I just made this up to not be lazy . okay . bye .","['mo-tivation', 'lazy', 'day']"
"Yahoo ! HotJobs : NIGHT AUDITOR-Hotel Association of Nort-Duncanville , TX- http://hotjobs.yahoo.com/j/JK35233U83B #jobs","['HotJobs', 'Association', '#jobs', 'of', 'Nort-Duncanville']"
RT @NICKIMINAJ : RT @TeamMinajBuffNY : @NICKIMINAJ This is my favorite screen shot from #RTM ;) ---> http://twitpic.com/31cqqn,"['screen', 'from', 'favorite', 'shot']"
have you ever seen a stud who wear micros .,"['stud', 'wear', 'micros']"
okay im watching you baby & thinking about all the things that i can do baby . on top of the world when im on top of you baby . spâ¦ http://lnk.ms/DcjFh,"['top', 'baby', 'things', 'watching', 'thinking']"
@ItsDreCalayan ha night me 2,['night']
"@Lftrpllr Cool , meet us at Kieran's if you can . Court , too ? Others ?","[""Kieran's"", 'meet', 'us', 'Court']"
@sportsguy33 I'm not too worried about the Heat ... Lebron never quits in important games versus the Celtics ... oh wait,"['important', 'Heat', 'Lebron', 'games', 'worried', 'quits', 'Celtics']"
Wednesday 27th october 2010 . ãhave a nice day :),"['Wednesday', '2010', 'day', 'nice']"
"Sad that we get bad news followed by ... echoing silence from the #LieToMe production team . Any encouragement , @DanSackheim ?","['news', 'bad', 'silence', 'echoing']"
Hello sweet morning ;-),"['sweet', 'morning']"
I want . I need . RT @BARBOULUD : As refreshing as Gatorade but much better . Mags ' 09 Lapierre BTG http://twitpic.com/31eb6h,"['need', 'Gatorade', 'refreshing', 'want']"
Having lunch at lp with 2 great & funny people @princessrae123 && @marylizmitchell,"['@princessrae123', 'lunch', 'great', 'people', 'funny']"
@Para_Tara34 benadryl is your friend lol,"['benadryl', 'friend']"
Ruling strikes down part of Arizona Voter ID law - Yahoo ! News http://goo.gl/85TH,"['law', 'Voter', 'Arizona']"
"Stupid ass pizza man , gon get lost and shit , ask me 4 a tip I told him get lost #nshit","['pizza', 'shit', 'lost', 'ask', 'man', 'Stupid']"
"do you know how to speak in well structured , thought out , complete sentences ? no ? didnt think so .","['sentences', 'speak']"
RT @nickjonas : #prayforindonesia,['#prayforindonesia']
"and favorite line from thursday's @GLEEonFox : "" Give me some chocolate or I'll cut you . "" #Glee","['Give', 'cut', 'line', '#Glee', 'chocolate']"
"It's one of those "" I can't wait until it's the Kid's bedtime "" times .","[""Kid's"", 'wait', 'bedtime']"
The Evaporator 10 LB . Desiccant Air Dryer â Now $379 Plus Freight â Use code T102610 through 11/01/10 . www.ToolsUSA.com,"['Evaporator', 'Air', 'Dryer', 'Freight', 'Desiccant']"
You and Me Always and Forever #NowPlaying The Wannadies @hardrockfm â¥â¡â¥,"['Forever', 'Wannadies']"
Damn how many timeouts does the fucking #heat have ?,['timeouts']
RT @BrianCHouston : @joelhouston Congratulations on finishing @hillsongUnited ' is AFTERMATH .. 11 days until we start the recording of our ...,"['finishing', 'start', 'recording', 'Congratulations']"
Naughty Little Bitch ;) I Got You On Check . I & #39 ; am Daddy HeHeHe !!!,"['Naughty', 'Daddy', 'Little', 'Check']"
can we please stop with the gourd please i was embarrassed enough when it happened ( @vantonyan live on http://twitcam.com/2j1en ),"['gourd', 'stop', 'embarrassed', 'please']"
Gerard Way looks like a younger Shane Dawson ... which is scary cus Shane is WAY younger than Gerard .,"['Dawson', 'Shane', 'Gerard', 'younger']"
@GEDDYMUSIC And Uh Next VIdeo Shoot in The Hood Holla at A Nigga Ju Heard ??,"['Holla', 'Heard', 'VIdeo', 'Next', 'Shoot', 'Hood']"
@Nvied has no sense !!! LOL,"['no', 'sense']"
Excited for rough cut screening of @lasourcemovie tonight . Then season premier of Friday Night Lights at the Man-sion . Yessirr .,"['screening', 'cut', 'Night', 'premier', 'Man-sion', 'Friday', 'Lights', 'season']"
"I NEVER meet a BITCH that didn't need a little guidance , so I dismiss her past until she disappoints your hieness !!!","['meet', 'guidance', 'dismiss', 'disappoints', 'hieness']"
@LilBrownD @kiaspeaks Glue our lips together with that black gunk !,"['lips', 'Glue', 'black', 'gunk']"
I've got to release this lazy spirit ...,"['lazy', 'release', 'spirit']"
I checked in at Dunkin Donuts ( 1 Congress St ) on #Yelp http://bit.ly/bIPp40,"['Donuts', 'checked', 'Dunkin']"
RT @basilBronson : somebody should text me :),"['@basilBronson', 'text']"
"RT @ratihreno : Hello , I'm at @oxsy ' is home with @Elma_SR @pipitberliani @mayciss and @syari2112 :)","['@oxsy', '@ratihreno', 'home']"
Your Nose Tastes Like Cute : Submitted by : Unknown Pictures - My First Fail http://bit.ly/bQa0zG,"['Pictures', 'Like', 'Cute', 'Nose', 'Tastes']"
"I predict I won't win a single game I bet on . Got Cliff Lee today , so if he loses its on me RT @e_one : Texas ( continued ) http://tl.gd/6meogh","['single', 'bet', 'game', 'Texas', 'today', 'Lee', 'win']"
RT @X_haze : Anybody ever notice how the quick e mart is the only grocery store on the simpson ? lol,"['mart', 'simpson', 'store', 'notice']"
RT @SuperMediaStore : we don't believe in paying an arm & leg for printer ink . that's why we sell inks for 60-80% Off retail price !,"['paying', '60-80%', 'price', 'printer', 'ink', 'sell', 'believe', 'inks', 'arm', 'retail', 'leg']"
@_QueenCharlene lol I know ...,['know']
Debating if i should go to this bar and watch this game or just chill hmmm .. decisions decisions .,"['bar', 'game', 'Debating', 'watch', 'chill', 'decisions']"
@KENDRAGRADIO i remember when you had like a thousand . You got the juice now .,"['remember', 'juice', 'thousand']"
The World see US as a future European community . Our politicians like social products #TcoT Do you ? http://imwindowman.com Vote 4 Change !,"['as', 'Vote', 'social', 'future', 'politicians', 'European', 'community', 'products']"
@WaddleandSilvy sup shirt off,"['shirt', '@WaddleandSilvy']"
@R0ZiiE when do You start your job ?,"['start', 'job']"
RT @Mz_GoHAM Um ..... #TeamHeat ........ what Happend ?? Haha <== #TeamCeltics showing that ass what's good ... That's what happened !!! LMAO,"['#TeamCeltics', 'what', '#TeamHeat', 'happened']"
Pretty simple actually . Â The DataContext will tunnel down to controls below it in the tree . Â The ListBox ... http://bit.ly/baxA6X #WPF #2010,"['DataContext', 'controls', 'ListBox', 'tunnel', 'Pretty']"
http://yfrog.com/ehw4wj #BattleoftheSexes Streaming Live http://bit.ly/BattleoftheSexes #BeastHoodInc #OnPointEnt,"['Streaming', 'Live', '#BattleoftheSexes']"
"@True2This said I look like I've been in the gym ... YES !!! Thanks to my little bro/trainer Jhermz , lol !!","['bro/trainer', 'gym']"
@cb_tracku lol you right,['right']
i swear i haven checked my facebook messages in like 2/3 weeks lol ... its all spam !,"['haven', 'weeks', 'facebook', 'checked', 'messages', 'spam', 'swear']"
RT @23jumpmankickZ : you no you cant sing but you and d choir at church #Whodoesthat -- Every muh`fuggah at a Baptist church -_- smh !,"['Baptist', 'church', 'choir', 'sing', 'muh`fuggah']"
Omg im feeling itt lol smh,"['Omg', 'feeling']"
@shakingallah @livingproofe @joyike Check this out -> High Impact Multimedia on Konfessions of a Dangerous Mind -> http://bit.ly/d43kiu,"['Impact', 'Multimedia', 'Konfessions', 'Mind', 'Dangerous']"
@DaphneByrne good morning for you honey !!,"['honey', 'good', 'morning']"
RT @JesusNeedsNewPR : Baby worshiping http://goo.gl/fb/l4uBD,"['Baby', 'worshiping']"
RT @liltunechi : 8 days until they #FreeWeezy . Shoutout #FreeWeezy all day everyday until he's home !! //FREE LIL WAYNE !!!,"['#FreeWeezy', 'day', 'everyday', 'home']"
Finally off to Seattle !,['Seattle']
@brepilon I know ! xD But it just feels like its all auto tuned now ... :/,"['feels', 'auto', 'tuned', '@brepilon']"
She got 2b good looking because she so hard 2 please,"['please', 'looking', 'hard', 'good']"
RT @Chanellady24 : Going to Atlanta instead of ny for vaca legoo > BOOOOOO,"['Atlanta', '@Chanellady24', 'vaca', 'legoo']"
RT @ihateKatStacks pull out a gold magnum condom while packing a 4 inch penis #WhoDoesThat ----- LMFAO ... #DamnShame ...,"['a', 'magnum', 'penis', 'condom']"
"Having consistently aged daily for many years , I am finding that my curmudgeonly traits are becoming more prevalent .","['traits', 'aged', 'curmudgeonly', 'prevalent']"
@Ghost727 devoured it lol,['devoured']
CFA Risk Mgmt . - Corporate Governance of Asian Companies http://bit.ly/b0RLED,"['Mgmt', 'Corporate', 'of', 'Companies', 'Risk', 'Governance', 'Asian']"
#LebronShould know his only championship is ' slam dunk ' . @infiniteideal,"['slam', 'dunk', '#LebronShould', 'championship', 'know']"
"My overriding ambition in life , right now , is to play a game of Artemis http://artemis.eochu.com/","['play', 'game', 'ambition', 'overriding', 'Artemis', 'life']"
"@DJ_Krystal If you've gotta leave , make sure they never forget you . That's what I do .","['forget', 'leave', 'make']"
@MrHelium89 LOOLLL I was lying gem,"['gem', 'lying']"
@purepulp are july august or you can take classes over the whole four months(we like to complicated things ) fall is september to christmas .,"['take', 'classes', 'christmas']"
@somethingblue I learned to knit so I could make wool soakers #fluffntreat,"['wool', 'learned', 'knit', 'soakers']"
@THEREALDOCG give him my love !,"['love', 'give']"
Here's a link to our suggestion of liking Art Reach #SanDiego . http://www.facebook.com/home.php?#!/pages/ArtReach-San-Diego/96535639820,"['Reach', 'liking', 'Art', '#SanDiego', 'suggestion', 'link']"
We are always getting invited and you can't say no !! : ),"['invited', 'say']"
RT @MyGraceyMacey : Just seen one of my favorite people @TRuLyAGoDdess ... I love her I swear . Muah ! ** awwyyy ! Me heart you 4x more loveeee !,"['love', 'favorite', 'people']"
RT @bunkerjohn : RT @kylepace : RT @rkiker : RT @m_rhee : I want to hear from the teachers out there- RT if you're a teacher so I can follow .,['hear']
RT @Facebook_Likes : There is a difference between making love and having sex . #FBLikes,"['love', 'making', 'sex', 'difference']"
Get out of the gross weather and come tour Stadium View ! We have some great spaces available and would love to help you secure yours !,"['Stadium', 'gross', 'weather', 'spaces', 'secure', 'View']"
i fill like im just blah =[[,"['im', 'fill', 'blah']"
"if you're a believer , whats the mosy favorite thing about tâ¦ â I love that he is not just for riches and fame he loveâ¦ http://4ms.me/cbS3iI","['riches', 'believer', 'fame']"
Exit 5 menit,"['menit', 'Exit']"
RT @KaiiOrDiie : damm RT @K1NGTUT RT @FuckUimNotChigo : Isn't Ron Artest auctioning his ring off ? Lebron might as well go buy it . - hahaha,"['Ron', 'auctioning', 'Artest', 'ring', 'Lebron', 'buy']"
@greatwolf I'm sorry . Hope it's not my fault .,"['sorry', 'fault']"
Photo : why the guy on his tippy toes just wonderingâ¦is he dating a 12 foot model chick with small feet ha http://tumblr.com/xulnf5tec,"['tippy', 'small', '12', 'feet', 'guy', 'dating', 'model', 'foot', 'toes', 'chick']"
"Trends : Caucus : The Caucus : Alaska Senate Candidate Once Disciplined for Computer â¦ : Joe Miller , a Republican Sen. .. http://bit.ly/9h1M0p","['Candidate', 'Joe', 'Senate', 'Disciplined', 'Miller', 'Caucus', 'Computer', 'Alaska']"
These refs are being paid off by the Canucks ....,"['refs', 'paid', 'Canucks']"
RT @SavageVonna eVeRyBODy DiCK SUCKiN MiAMi CAUSe THey DRAFTeD leBRON BUT THAT NiGGA AiNT DOiNT SHiT #lMFAO they traded for lebron no drafte,"['lebron', 'no', 'traded', 'drafte', 'MiAMi']"
James Bondâs Famous Aston DB5 to be Joined by âDie Another Dayâ Jaguar XKR and More http://fb.me/GW1nzzaN,"['be', 'James', 'Famous', 'Aston', 'More', 'and', 'by', 'Bondâ\x80\x99s']"
